,Length,Width,Height,Weight
1204,4.4275,1.745,1.465,1337.5
1205,4.5025,1.755,1.465,1260.0
1206,4.435,1.765,1.465,1483.0
1207,4.2325,1.705,1.42,1148.0
1208,4.011,1.693,1.405,1037.5
1209,4.161,1.693,1.42,1108.0
1210,4.245,1.71,1.355,1145.0
1221,4.585,1.988,1.615,1480.0
1222,4.535,1.755,1.615,1467.5
1223,4.755,1.795,1.44,1477.5
1224,4.785,1.795,1.49,1507.5
1225,4.755,1.795,1.44,1450.0
1226,4.685,1.78,1.435,1420.0
1227,4.68,1.78,1.435,1395.0
1228,4.7,1.78,1.48,1475.0
1230,4.59,1.71,1.43,1303.0
1231,4.6325,1.71,1.4725,1338.0
1232,4.59,1.71,1.43,1265.5
1233,4.575,1.71,1.4725,1275.0
1234,4.575,1.71,1.43,1205.0
1235,4.66,1.71,1.515,1356.0
1236,4.697,1.751,1.39,1260.0
1247,4.555,1.84,1.71,1447.5
1248,4.6875,1.9625,1.645,1780.0
1249,3.8115,1.66,1.535,997.0
1250,4.7625,1.831,1.78,1753.0
1251,4.21,1.695,1.31,1102.5
1252,3.995,1.72,1.25,1125.0
1253,4.018,1.6655,1.2275,1057.5
1254,4.615,1.75,1.31,1262.5
1255,4.3175,1.705,1.6,1335.0
1256,4.295,1.75,1.23,1310.0
1259,4.45,1.808,1.34,1389.5
1260,4.395,1.8125,1.765,1460.0
1261,4.566,1.853,1.35,1217.5
1262,4.701,1.888,1.395,1531.5
1264,4.53,2.095,1.202,1495.0
1265,4.53,2.095,1.202,1495.0
1266,4.53,2.095,1.201,1498.0
1267,4.604,2.095,1.191,1261.0
1268,4.604,2.095,1.196,1404.0
1270,4.543,2.161,1.196,1419.0
1271,4.544,2.161,1.194,1468.0
1272,4.6,2.161,1.159,1339.0
1273,4.683,2.095,1.213,1530.0
1274,4.744,2.153,1.195,1309.0
1275,4.509,2.093,1.199,1330.0
1276,4.512,2.093,1.203,1370.0
1279,4.445,1.992,1.412,1660.0
1280,5.054,2.069,1.4445,2082.5
1281,4.484,1.992,1.4255,1515.0
1282,4.554,1.992,1.431,1532.5
1283,4.574,2.075,1.284,1657.5
1284,4.5475,2.075,1.258,1712.5
1285,4.419,2.02,1.5645,1555.0
1286,4.7215,2.02,1.439,1630.0
1287,4.737,2.02,1.462,1687.5
1288,4.7185,2.016,1.4065,1625.0
1289,4.7185,2.016,1.4095,1757.5
1290,4.6915,1.999,1.429,1595.0
1291,4.6915,1.999,1.427,1570.0
1292,4.9945,2.069,1.429,1877.5
1293,4.958,2.065,1.464,1837.5
1294,4.969,2.065,1.468,1935.0
1295,4.8495,2.06,1.4325,1827.5
1296,4.8495,2.06,1.4305,1925.0
1298,4.7675,2.096,1.623,2457.5
1299,5.37,2.249,1.908,2635.0
1300,4.845,2.187,1.9675,2506.5
1302,4.642,2.02,1.6605,1655.0
1303,4.669,2.096,1.639,1890.0
1304,4.7375,2.096,1.6,1905.0
1306,4.95,2.157,1.725,2492.5
1308,5.265,2.13,1.503,1980.0
1309,5.039,2.108,1.4195,2142.5
1310,5.039,2.108,1.4225,2142.5
1311,4.138,2.006,1.301,1520.0
1312,4.626,2.099,1.3075,1817.5
1313,5.1325,2.249,1.894,2210.0
1317,4.3295,2.022,1.4275,1462.5
1318,4.498,2.022,1.417,1555.0
1319,3.8605,2.0075,1.594,1280.0
1320,3.6925,1.83,1.588,1145.0
1321,4.3755,2.01,1.5695,1560.0
1322,4.2715,2.0075,1.603,1367.5
1323,4.7605,2.018,1.413,1757.5
1324,4.649,2.0025,1.419,1715.0
1325,4.6115,1.997,1.399,1575.0
1326,4.586,2.014,1.446,1587.5
1327,4.601,2.014,1.459,1632.5
1328,4.7185,2.009,1.438,1762.5
1329,4.343,1.8425,1.406,1490.0
1330,4.5685,1.8525,1.4195,1545.0
1331,4.577,1.8525,1.4415,1587.5
1332,4.4805,1.8435,1.427,1480.0
1333,4.455,1.8435,1.427,1480.0
1336,5.08,2.1345,1.4185,2090.0
1337,5.05,2.1345,1.4235,2165.0
1338,4.816,1.817,1.413,2010.0
1339,5.0595,1.9085,1.455,2160.0
1340,4.6495,2.032,1.426,1490.0
1341,4.6495,2.032,1.428,1522.5
1342,4.691,2.032,1.4165,1600.0
1343,4.448,2.078,1.405,1520.0
1344,4.645,1.991,1.413,1600.0
1345,4.645,1.8655,1.413,1725.0
1346,4.645,1.8655,1.4065,1795.0
1347,4.567,1.8455,1.367,1585.0
1348,4.567,1.8455,1.358,1497.5
1349,4.9385,2.075,1.411,1812.5
1350,4.9835,2.075,1.419,1912.5
1351,4.9545,2.075,1.4175,1890.0
1352,4.9135,1.99,1.41,1782.5
1353,4.916,1.99,1.4095,1867.5
1354,4.7005,2.0215,1.3955,1682.5
1355,4.7005,2.0155,1.3955,1810.0
1356,4.8735,2.071,1.466,1712.5
1358,4.8905,2.0855,1.455,1860.0
1359,4.837,1.9425,1.4675,1677.5
1360,4.867,2.0265,1.421,1807.5
1361,4.8685,1.9425,1.4605,1912.5
1362,4.8275,1.9025,1.4845,1685.0
1363,4.771,1.9025,1.4495,1615.0
1366,4.713,2.0555,1.9525,2591.0
1367,4.763,2.055,1.938,2552.5
1368,4.662,2.007,1.931,2445.0
1369,4.662,2.007,1.931,2550.0
1375,4.9045,2.129,1.7245,2295.0
1377,4.885,2.135,1.718,2347.5
1383,4.7805,2.1255,1.7765,2225.0
1384,4.7965,2.1255,1.8185,2310.0
1385,4.6125,2.158,1.798,2222.5
1386,5.0475,2.1755,1.654,2236.5
1387,5.2565,2.119,1.4645,2142.5
1388,5.1655,2.119,1.4565,2160.0
1389,5.151,1.9955,1.479,2075.0
1390,5.1525,2.1175,1.479,2172.5
1391,5.1005,1.9735,1.444,1995.0
1392,5.1335,1.892,1.497,2040.0
1395,4.143,2.006,1.303,1595.0
1396,4.547,1.942,1.3065,1900.0
1397,4.57,1.942,1.2965,1995.0
1398,4.51,1.897,1.2955,1870.0
1400,4.134,2.006,1.301,1520.0
1401,4.146,2.006,1.301,1610.0
1402,4.0925,1.9905,1.296,1447.5
1403,4.0925,1.873,1.2965,1557.5
1404,4.0025,1.8295,1.2795,1410.0
1405,4.638,2.0765,1.2615,1715.0
1406,4.192,2.016,1.854,1395.0
1407,5.14,2.249,1.93,2387.5
1408,4.66,2.18,1.844,2001.0
1409,4.019,2.245,1.875,2150.0
1411,4.544,2.059,1.513,1541.0
1412,4.3185,2.048,1.6155,1239.5
1413,4.314,2.048,1.62,1518.0
1414,3.91,1.78,1.27,1087.5
1415,4.5,2.081,1.665,1426.0
1417,4.48,2.076,1.32,1497.5
1418,3.943,1.807,1.261,1142.5
1419,4.01,1.9,1.4,1182.5
1420,3.999,1.946,1.395,1075.0
1421,4.386,1.923,1.386,1170.0
1422,4.54,1.923,1.386,1170.0
1423,4.37,1.92,1.38,1250.0
1424,4.53,1.92,1.38,1250.0
1425,4.744,2.009,1.417,1550.0
1427,4.7435,1.97,1.4135,1550.0
1428,4.766,1.97,1.445,1580.0
1429,4.0365,1.912,1.508,1162.5
1430,4.651,2.008,1.472,1540.0
1431,4.651,2.008,1.472,1550.0
1432,3.943,1.808,1.2565,1105.0
1439,2.58,1.5405,1.39,370.0
1440,4.2595,2.02,1.441,1427.5
1441,3.8475,1.932,1.415,1285.0
1442,4.298,2.003,1.558,1540.0
1443,3.845,1.928,1.432,1365.0
1444,3.913,1.847,1.4195,1190.0
1445,3.949,1.913,1.429,1185.0
1446,3.711,1.913,1.414,1207.5
1447,3.645,1.925,1.415,1212.5
1448,3.9145,1.8925,1.4725,1280.0
1449,3.655,1.925,1.416,1177.5
1450,4.103,1.789,1.544,1347.5
1451,3.731,1.892,1.381,1142.5
1452,3.711,1.913,1.407,1090.0
1453,3.6305,1.925,1.412,1120.0
1454,3.9315,1.8925,1.458,1280.0
1455,4.109,1.996,1.518,1330.0
1456,3.728,1.892,1.384,1140.0
1457,4.33,1.79,1.6275,1400.0
1458,4.405,1.805,1.685,1492.5
1459,3.7775,1.665,1.4975,877.5
1460,4.675,1.805,1.695,1715.0
1461,4.785,1.815,1.805,2102.5
1462,4.56,1.84,1.285,1730.0
1463,4.475,1.71,1.5575,1227.5
1464,4.475,1.71,1.5575,1212.5
1465,4.44,1.7025,1.405,1145.0
1466,4.44,1.7025,1.405,1135.0
1467,3.875,1.695,1.535,1010.0
1468,3.91,1.695,1.535,1075.0
1469,3.88,1.695,1.455,1155.0
1470,3.82,1.695,1.52,1070.0
1471,3.9,1.68,1.375,970.0
1472,3.9585,1.6955,1.36,952.5
1477,4.655,1.74,1.4175,1300.0
1478,4.675,1.605,1.4575,1347.5
1479,4.68,1.76,1.42,1515.0
1480,4.74,1.76,1.42,1570.0
1481,4.621,1.7285,1.395,1240.0
1482,4.6275,1.7285,1.395,1330.0
1486,4.765,1.795,1.655,1677.5
1487,3.435,1.475,1.605,1005.0
1488,3.475,1.475,1.61,1110.0
1489,4.585,1.76,1.515,1390.0
1490,4.57,1.76,1.49,1350.0
1491,4.585,1.76,1.515,1595.0
1492,4.535,1.715,1.43,1240.0
1493,4.54,1.715,1.465,1302.5
1500,4.5,1.9235,1.48,1582.5
1501,4.49,1.77,1.445,1410.0
1502,4.49,1.77,1.45,1435.0
1503,4.455,1.77,1.45,1380.0
1504,4.35,1.77,1.41,1360.0
1505,4.6525,1.8,1.68,1690.0
1509,4.6425,1.875,1.88,2225.0
1510,4.545,1.6425,1.495,2052.5
1511,4.2925,1.7305,1.8225,1895.0
1513,3.885,1.6875,1.715,1332.5
1514,4.5825,1.735,1.75,1870.0
1515,4.749,1.778,1.435,1560.0
1517,4.281,1.698,1.625,1215.0
1518,4.04,1.7075,1.535,1195.0
1519,4.6,1.775,1.67,1500.0
1520,4.4055,1.8285,1.625,1267.5
1521,4.292,1.651,1.525,1169.0
1524,3.26,1.738,1.012,525.0
1525,3.948,1.5455,1.285,919.5
1527,3.89,1.756,1.22,1115.0
1528,3.89,1.756,1.22,1075.0
1529,4.01,1.72,1.27,970.0
1530,4.118,1.7615,1.146,1042.5
1533,4.147,1.77,1.248,1100.0
1534,3.961,1.615,1.255,940.0
1535,4.2575,1.845,1.315,1511.0
1536,4.33,1.87,1.315,1535.0
1537,4.68,1.895,1.37,1736.0
1538,4.21,1.983,1.586,1203.0
1539,4.49,2.03,1.5375,1453.5
1540,3.999,1.935,1.447,1083.5
1541,4.48,2.011,1.859,1787.5
1542,4.3855,2.07,1.5925,1440.0
1543,4.665,1.94,1.7025,1615.0
1545,4.56,1.73,1.295,1275.0
1551,4.3125,1.815,1.3225,1537.0
1552,4.3125,1.815,1.329,1639.5
1553,4.25,1.845,1.325,1529.5
1554,4.1905,1.812,1.448,1282.5
1555,4.4305,1.7005,1.445,1235.5
1556,4.2045,1.6705,1.395,1095.0
1557,4.22,1.69,1.395,1095.0
1558,4.264,1.758,1.608,1392.5
1563,3.98,1.695,1.68,1220.0
1564,4.135,1.8695,1.565,1296.5
1565,4.15,1.872,1.565,1369.5
1567,4.445,1.8685,1.55,1504.5
1569,4.92,1.78,1.435,1432.5
1570,3.8025,1.67,1.5175,1012.0
1571,3.7245,1.66,2.04,1000.5
1572,3.806,1.668,1.441,1162.0
1573,3.714,1.5795,1.435,885.0
1575,4.86,1.8875,1.7,1842.5
1577,4.1175,1.695,1.53,1091.0
1578,4.0895,1.6955,1.5525,1166.0
1579,4.7765,1.849,1.783,2169.5
1580,4.77,1.89,1.8475,2307.5
1581,4.5335,1.803,1.82,2175.0
1582,4.945,1.93,1.8,2230.0
1583,3.565,1.63,1.47,880.0
1586,4.567,1.998,1.482,1401.5
1587,4.675,1.879,1.482,1476.5
1588,4.567,1.879,1.482,1431.5
1589,4.522,1.715,1.41,1292.5
1590,4.522,1.715,1.41,1277.5
1591,4.5505,1.715,1.41,1350.0
1592,4.43,1.715,1.41,1265.0
1593,4.43,1.715,1.41,1245.0
1594,4.566,1.715,1.45,1315.0
1595,4.4865,1.708,1.43,1275.0
1596,4.4865,1.6955,1.43,1275.0
1597,4.4735,1.6955,1.43,1275.0
1598,4.387,2.017,1.52,1287.5
1599,4.3225,1.95,1.615,1455.5
1600,4.533,1.95,1.625,1568.0
1601,4.747,1.7485,1.415,1387.5
1602,4.319,1.698,1.855,1455.0
1604,4.675,1.78,1.36,1601.0
1605,4.6,1.785,1.36,1666.0
1618,4.4135,1.75,1.825,1810.0
1619,4.6325,1.7875,1.6925,1566.5
1620,4.4825,1.765,1.7125,1497.5
1621,4.089,1.8565,1.143,1065.0
1625,3.485,1.49,1.4225,765.0
1626,3.46,1.49,1.64,867.5
1627,3.72,1.665,1.55,942.5
1628,3.345,1.395,1.415,750.0
1629,3.475,1.884,1.46,852.5
1630,4.3,1.987,1.55,1196.5
1631,4.055,1.96,1.43,1069.0
1632,4.447,2.098,1.62,1555.0
1633,4.253,2.043,1.457,1197.5
1634,4.585,2.043,1.461,1365.0
1635,4.641,2.098,1.64,1462.0
1636,4.784,2.079,1.42,1582.5
1637,4.75,2.079,1.403,1625.0
1638,4.3,1.987,1.55,1548.0
1639,4.055,1.96,1.43,1455.0
1640,5.134,2.204,1.89,1904.0
1641,4.959,2.204,1.8975,1648.0
1642,4.578,2.107,1.88,1490.0
1643,4.9575,2.204,1.8975,1749.0
1644,3.731,1.662,1.61,1281.5
1645,3.678,1.602,1.37,882.5
1646,3.43,1.63,1.4675,835.0
1647,4.159,2.004,1.556,1125.0
1650,3.8285,1.6625,1.4295,1027.5
1651,3.835,1.673,1.373,1196.0
1652,3.822,1.6625,1.433,1127.5
1653,3.9315,1.3625,1.444,1095.0
1654,4.037,1.972,1.392,1418.5
1655,4.1525,1.92,1.5325,1333.0
1656,4.03,1.946,1.487,1241.5
1657,4.03,1.92,1.502,1325.0
1658,3.9675,2.004,1.46,1055.0
1659,3.9675,2.004,1.46,1160.0
1660,4.365,1.975,1.639,1604.0
1663,4.187,1.5615,1.3935,1162.5
1664,4.179,1.6845,1.356,1272.5
1665,4.0125,1.686,1.367,1115.0
1666,4.2495,1.6845,1.386,1115.0
1667,4.353,1.758,1.4315,1555.0
1668,4.2065,1.7515,1.521,1290.0
1669,4.4235,1.7595,1.562,1305.0
1670,4.4235,1.7595,1.562,1449.5
1671,4.253,2.043,1.446,1205.0
1672,4.253,2.043,1.457,1260.0
1674,4.42,1.928,1.426,1666.5
1675,4.276,1.9295,1.5085,1593.5
1677,4.635,1.805,1.67,1835.0
1678,4.3935,1.6885,1.5,1175.0
1679,4.388,1.685,1.476,1155.0
1680,4.445,1.86,1.4055,1453.5
1681,4.73,1.86,1.4805,1494.0
1682,4.615,1.78,1.353,1410.5
1683,4.6835,1.811,1.455,1638.5
1685,4.815,1.868,1.399,1699.5
1689,4.811,2.068,1.456,1612.5
1690,4.821,2.068,1.476,1605.0
1692,4.765,1.799,1.417,1450.0
1693,4.8865,1.8175,1.4525,1581.5
1694,4.454,1.834,1.714,1555.0
1695,4.727,2.018,1.759,1738.5
1696,3.917,2.019,1.7315,1247.5
1697,4.974,2.185,1.957,1869.5
1698,3.474,1.792,1.608,1120.0
1699,4.1225,1.842,1.83,1271.5
1700,4.382,2.112,1.8325,1497.0
1701,4.292,2.107,1.357,1414.5
1702,3.846,1.675,1.2,930.0
1703,3.846,1.675,1.2,930.0
1704,4.586,2.023,1.352,2350.0
1705,4.607,1.985,1.478,2123.0
1706,4.4045,1.994,1.2695,1392.5
1707,4.4175,1.994,1.282,1392.5
1708,4.527,2.024,1.3005,1560.0
1709,4.519,2.024,1.299,1657.5
1710,4.5405,2.001,1.276,1587.5
1711,4.9235,2.194,1.6845,2237.5
1712,4.935,2.194,1.6645,2282.5
1713,4.69,2.0105,1.6165,1857.5
1714,5.124,2.165,1.4245,2112.5
1715,5.051,2.165,1.427,2122.5
1717,4.5265,1.893,1.2875,1485.0
1718,4.5095,1.893,1.2945,1517.5
1719,4.5065,1.929,1.2945,1635.0
1720,4.5095,1.915,1.293,1572.5
1721,4.545,1.978,1.28,1425.0
1722,4.448,1.88,1.295,1495.0
1723,4.431,1.851,1.305,1542.5
1724,4.44,1.952,1.284,1520.0
1725,4.4385,1.88,1.305,1575.0
1726,4.46,1.952,1.28,1360.0
1727,4.4325,1.7975,1.3,1575.0
1728,4.35,1.791,1.2925,1475.0
1729,4.43,1.77,1.305,1467.5
1742,4.394,1.978,1.272,1345.0
1743,4.3355,1.8765,1.263,1335.0
1744,4.3175,1.78,1.285,1317.5
1745,4.8505,2.16,1.702,2172.5
1746,4.79,2.208,1.687,2257.5
1747,4.409,1.8895,1.2805,1352.5
1748,4.344,1.801,1.296,1375.0
1749,4.9925,2.0225,1.418,1912.5
1750,2.96,1.48,1.45,450.0
1751,3.9925,1.704,1.3625,1115.0
1752,4.2225,1.69,1.365,1075.0
1753,4.592,1.809,1.691,1425.0
1754,4.31,1.725,1.435,1202.5
1755,4.477,1.725,1.4375,1287.5
1756,4.465,1.74,1.42,1270.0
1761,4.543,1.786,1.524,1345.0
1762,3.9925,1.7,1.3625,1037.5
1763,3.905,1.42,1.42,1183.0
1764,3.71,1.973,1.48,955.0
1765,4.27,1.69,1.385,1070.0
1766,4.36,1.69,1.385,1030.0
1774,4.227,2.003,1.576,1377.0
1775,4.0545,1.9665,1.444,1235.5
1777,4.469,2.058,1.607,1469.0
1778,4.672,2.063,1.678,1660.0
1779,4.365,2.058,1.446,1400.5
1780,4.6255,2.058,1.4515,1556.5
1781,2.3375,1.396,1.4575,474.0
1782,4.0855,1.945,1.562,1521.5
1786,4.138,1.823,1.412,1277.5
1787,4.138,1.686,1.412,1115.0
1798,4.642,2.084,1.627,1701.0
1799,4.122,1.778,1.566,1205.0
1800,4.0695,1.945,1.4445,1091.0
1801,4.0765,1.945,1.44,1204.0
1802,4.009,2.025,1.4965,1133.5
1803,4.218,2.025,1.513,1160.0
1804,4.004,2.025,1.4805,1222.0
1805,3.796,1.7895,1.417,992.5
1806,3.7925,1.7895,1.4155,1055.5
1807,3.773,1.94,1.3605,1367.5
1808,3.773,1.6785,1.417,1107.5
1810,4.661,2.104,1.728,1755.0
1811,4.4935,1.88,1.6985,1585.0
1814,4.748,2.037,1.458,1605.0
1815,4.861,2.104,1.737,1812.5
1816,4.6485,1.88,1.6985,1625.0
1817,4.034,1.967,1.586,1192.5
1818,4.5665,2.077,1.645,1538.5
1819,4.4945,1.9485,1.636,1530.0
1821,4.213,2.133,1.839,1374.5
1822,3.7205,2.045,1.845,1182.5
1823,4.52,2.12,1.69,1679.0
1824,4.695,2.06,1.445,1489.5
1825,4.802,2.06,1.445,1476.5
1826,4.643,1.812,1.398,1529.0
1827,4.587,2.06,1.431,1395.0
1828,4.704,1.9045,1.441,1432.5
1829,4.5075,1.8965,1.433,1325.0
1830,4.568,1.8965,1.4515,1360.0
1831,4.2685,1.911,1.471,1307.0
1832,4.3035,1.911,1.447,1296.0
1833,4.485,2.072,1.434,1477.5
1834,4.563,2.037,1.488,1314.5
1835,4.299,2.037,1.435,1345.5
1836,4.209,2.026,1.458,1230.0
1837,4.498,2.026,1.46,1260.0
1838,4.5,2.026,1.467,1262.5
1839,4.355,2.026,1.404,1407.5
1840,4.2185,2.026,1.4475,1360.0
1841,4.2185,2.026,1.447,1260.0
1842,4.498,2.026,1.46,1242.5
1843,4.5,2.026,1.462,1260.0
1844,4.355,2.026,1.404,1372.5
1845,4.418,1.6985,1.42,1120.0
1846,3.832,1.6975,1.3655,1072.5
1847,4.0475,1.813,1.351,1152.5
1848,4.1465,1.8365,1.6645,1090.0
1849,4.134,1.719,1.6,1260.0
1850,3.833,1.9635,1.5875,1142.5
1851,4.729,1.9165,1.443,1467.5
1852,4.406,2.128,1.653,1487.5
1853,4.355,2.077,1.6385,1430.0
1855,4.2615,2.087,1.62,1410.0
1856,4.2875,1.855,1.6645,1360.0
1858,3.595,1.653,1.546,933.0
1859,3.6435,1.938,1.47,952.5
1860,3.653,1.938,1.46,1049.5
1861,4.86,2.177,1.577,1687.5
1862,3.8305,1.913,1.381,1152.0
1863,5.341,2.164,1.835,2660.0
1864,5.285,2.064,1.502,2560.0
1866,5.872,2.018,1.651,2585.0
1867,5.285,2.064,1.507,2360.0
1869,5.293,1.939,1.475,2735.0
1870,5.484,2.023,1.551,2405.0
1872,5.967,2.117,1.639,2615.0
1873,5.612,2.076,1.566,2630.0
1874,5.612,2.076,1.598,2580.0
1875,5.959,2.117,1.633,2577.5
1876,5.612,2.076,1.5895,2590.0
1878,5.39,2.1225,1.515,2375.0
1885,4.145,1.9,1.405,1112.5
1886,4.2685,1.808,1.37,1092.5
1890,3.99,1.795,1.42,1120.0
1891,3.999,1.946,1.395,1075.0
1892,4.319,1.8945,1.39,1192.5
1893,4.429,1.793,1.39,1192.5
1894,4.369,1.808,1.4,1112.5
1896,4.386,1.923,1.386,1167.5
1897,4.54,1.923,1.386,1167.5
1898,4.36,1.7,1.39,1167.5
1899,4.52,1.92,1.39,1210.0
1900,4.649,1.8385,1.38,1322.5
1901,4.849,1.8935,1.424,1495.0
1903,4.7695,2.009,1.424,1710.0
1904,4.7475,1.97,1.425,1495.0
1905,4.792,1.97,1.424,1525.0
1906,4.878,1.8485,1.38,1442.5
1907,4.878,1.8485,1.38,1437.5
1908,4.878,1.8485,1.39,1412.5
1911,3.703,1.924,1.5,1040.0
1917,4.6425,1.8215,1.436,1297.5
1918,4.6425,1.706,1.436,1295.0
1919,4.6425,1.706,1.436,1295.0
1923,4.755,1.778,1.42,1360.0
1924,4.806,1.7395,1.42,1352.5
1925,4.6515,2.038,1.4735,1560.0
1926,4.7445,2.038,1.5135,1590.0
1927,4.6515,2.039,1.4335,1677.5
1928,4.69,2.038,1.5755,1660.0
1929,4.629,1.942,1.4255,1427.5
1930,4.629,1.942,1.428,1397.5
1931,4.629,1.942,1.428,1397.5
1932,5.008,2.114,1.4625,1820.0
1934,4.8385,2.07,1.4895,1560.0
1935,4.836,2.07,1.4895,1532.5
1936,4.816,2.042,1.462,1630.0
1937,4.818,2.042,1.4905,1702.5
1941,4.854,1.904,1.72,1776.0
1942,4.138,1.78,1.552,1204.5
1943,4.372,1.9595,1.613,1366.0
1944,4.059,1.78,1.444,1106.5
1945,4.368,1.7995,1.451,1371.5
1946,4.563,1.816,1.445,1339.5
1947,4.642,1.799,1.4465,1435.0
1948,3.557,1.645,1.478,1160.0
1949,4.735,1.839,1.674,1655.0
1950,4.482,1.706,1.461,1197.5
1951,4.634,1.976,1.73,1753.0
1952,4.62,1.98,1.746,1720.0
1953,4.281,1.768,1.572,1436.0
1954,4.468,1.768,1.581,1432.0
1955,4.493,1.788,1.622,1569.5
1956,3.5435,1.504,1.46,914.5
1957,4.28,1.698,1.441,1164.0
1958,4.163,1.64,1.424,1098.5
1959,4.1735,1.691,1.4555,1115.0
1960,4.144,1.64,1.424,1060.0
1962,4.142,1.64,1.409,1085.0
1963,4.661,1.772,1.43,1467.5
1965,4.067,1.693,1.443,1106.5
1966,4.053,1.693,1.426,1109.5
1967,4.1415,1.693,1.4345,1184.5
1968,4.058,1.693,1.42,1259.5
1969,4.2335,1.693,1.443,1141.0
1970,3.973,1.698,1.441,1137.0
1971,3.876,1.64,1.422,1055.5
1972,3.806,1.6325,1.407,997.5
1974,4.28,1.816,1.447,1256.0
1975,4.237,1.8105,1.4345,1242.0
1976,4.543,1.816,1.481,1510.0
1977,4.3895,1.813,1.4285,1420.5
1978,4.312,1.768,1.4535,1388.0
1979,4.309,1.768,1.443,1450.0
1980,4.316,1.768,1.4535,1374.5
1981,4.316,1.768,1.4505,1412.5
1982,4.311,1.742,1.4375,1261.5
1983,4.1835,1.742,1.439,1376.0
1987,3.557,1.643,1.478,934.5
